egid,period,class,area_era_m2,is_hotwater_system,x,y,z,transformer,gas_grid,h2_grid,geothermal_well,geometry,system_heating,system_heating2,thermal_k1_cooling_W_m2_K,energy_heating_signature_kWh_y,energy_cooling_signature_kWh_y,power_heating_signature_kW,power_cooling_signature_kW,id_building,total_annual_irr_kWh_y,roof_annual_irr_kWh_y,facade_annual_irr_kWh_y,area_solar_m2,energy_hotwater_signature_kWh_y,power_hotwater_signature_W,waste_signature_kg_y,waste_signature_kW,temperature_threshold_cooling_C,temperature_threshold_heating_C,temperature_cooling_supply_C,temperature_cooling_return_C,temperature_heating_supply_C,temperature_heating_return_C,temperature_hotwater_supply_C,temperature_hotwater_return_C,area_net_floor_m2,area_footprint_m2,area_facade_m2,area_facade_solar_m2,area_roof_solar_m2,temperature_interior_C,capita_cap,ratio,status,source_heating,source_hotwater,system_hotwater,id_class,solar_gain_factor_signature_m2,thermal_specific_capacity_Wh_m2_K,energy_el_kWh_y,thermal_transmittance_signature_kW_m2_K,count_floor,height_m,length_footprint_m,length_footprint_facade_m,area_roof_m2,energy_heating_2024_kWh_y,energy_hotwater_2024_kWh_y
3163266,1991-2000,Residential,1432.2,TRUE,2533057.498,1152987.963,405.14,10506,TRUE,FALSE,,,Heat exchanger (DHN included) for single building,Not documented,0,136116.2536,0,55.0766832,0,705844,1265700,533339,732361,1616.021679,14932.65233,4773.156612,78636.65422,41.66899853,18,15.5,12,17,65,50,60,15,1150.361446,399.506304,1216.52096,1216.517005,399.5046737,20,114.2144578,1,"['existing', 'existing', 'existing']",District heat,Gas,Boiler,I,0.068969787,120.3,33596.30602,0.00152,4,14.48,107.0361558,107.0358826,399.506304,105614.6843,
9020499,<1919,Other,3606.54,FALSE,2533120.091,1152726.625,401.67,10503,TRUE,FALSE,,,Not documented,Not documented,0,328943.1725,0,125.6734928,0,705846,3674025,2468787,1205238,3908.48261,0,0,0,0,18,16.4,12,17,65,50,60,15,2896.819277,1879.712342,2523.7,2028.769456,1879.713154,20.3,72.42048193,1,['existing'],Other,None,No heat generator,XIII,0.055404305,106,75027.61928,0.00133,2,9.65,261.5278325,261.5296361,1879.713154,212916.2169,
280003083,1991-2000,Education,434.31,FALSE,2533079.595,1153018.305,396.37,10506,TRUE,FALSE,,,Not documented,Not documented,0.37,47833.35378,859.9737565,21.1595832,2.21758686,705847,827746,621207,206539,838.3406227,0,0,0,0,18,14.2,12,17,65,50,60,15,348.8433735,473.494571,625,355.953204,482.3874187,20,113.4862246,1,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",Other,None,No heat generator,IV,0.116443112,112.9,19154.29195,0.00203,1,6.08,102.7958481,102.7990266,482.3874187,30898.80181,
280000068/280000067,2001-2005,Residential,390.6,TRUE,2532746.141,1152617.779,404.21,10503,TRUE,FALSE,,,Condensation boiler for single building/Solar thermal installation for multiple buildings,Not documented,0,37122.61463,0,15.0209136,0,719773,476983,265335,211648,518.1179987,3449.682248,1102.675752,14688.44241,7.783300183,18,15.5,12,17,65,50,60,15,313.7349398,134.882093,604.3275558,302.1577955,215.9602032,20,21.3339759,0.5/0.5,"['existing', 'existing', 'existing', 'existing']",Gas,Gas,Boiler,II/II,0.067439753,119.4,8169.657831,0.00152,3,8.28,47.24204977,47.24132726,215.9602032,47628.1012,
280056171,2006-2010,Education,14348.97,TRUE,2533158.692,1152266.283,401.61,10474,TRUE,FALSE,,,Heat pump for multiple buildings,Not documented,0.59,602726.2608,66654.50985,306.9244683,141.3804014,744065,22832631,20148902,2683729,19209.54894,25508.58922,8153.708308,0,0,18,14.2,12,17,41.5,33.9,60,15,11525.27711,15168.64946,10030.57391,4011.927744,15197.62119,20,3749.419614,1,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",Not determined,Gas,Boiler,IV,0.056255656,112.9,632829.9155,0.00093,1,7.63,1409.53341,620.7200207,15197.62119,1020851.42,
190094257,2001-2005,Education,2734.2,TRUE,2532589.464,1152221.467,408.52,10473,TRUE,FALSE,,,Solar thermal installation for multiple buildings,Not documented,0.37,250693.3159,7965.055438,127.659798,16.8946218,753931,3560853,2496802,1064051,3404.298004,4860.668372,1553.691258,0,0,18,14.2,12,17,65,50,60,15,2196.144578,1910.557242,1493.755023,1493.748077,1910.549927,20,714.4528916,1,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",Gas,Gas,Boiler,IV,0.122794604,112.9,120585.9065,0.00203,2,10.52,199.4389582,199.438298,1910.557242,194523.506,
280073608,2006-2010,Education,5665.56,TRUE,2532680.942,1152184.213,410.78,10473,TRUE,FALSE,,,Heat exchanger (DHN included) for single building,Not documented,0.59,237980.9696,26317.92559,121.1863284,55.82276268,753995,3394035,2041117,1352918,3617.482852,10071.83392,3219.417396,0,0,18,14.2,12,17,41.5,33.9,60,15,4550.650602,1535.823693,3117.1,2081.653398,1535.829453,20,1480.424155,1,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",District heat,Gas,Boiler,IV,0.056438262,112.9,249867.1233,0.00093,4,17.45,178.6321925,178.6326935,1535.829453,403073.8771,
190094377,1991-2000,Education,2005.08,TRUE,2532723.635,1152209.492,412.39,10473,TRUE,FALSE,,,Heat exchanger (DHN included) for single building,Not documented,0.37,183841.765,5841.040655,93.6171852,12.38938932,753998,1617824,681516,936308,2265.297122,3564.49014,1139.373589,0,0,18,14.2,12,17,65,50,60,15,1610.506024,525.3039815,1739.999495,1739.999493,525.297629,20,523.9321205,1,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",District heat,District heat,Heat exchanger (DHN included),IV,0.122794604,112.9,88429.66477,0.00203,4,19.24,107.120119,107.1201188,525.3039815,142650.5711,
9020483/9035627,1971-1980/<1919,Other,32391.9,FALSE,2532823.179,1152466.05,402.8752784,10474,TRUE,FALSE,,,Not documented,Not documented,0,3118151.022,0,1347.899276,0,753999,9490136,7338014,2152122,9987.871253,0,0,0,0,18,16.4,12,17,65,50,60,15,26017.59036,75823.56289,4923435.576,3741.675343,6246.19591,20.21752801,24523.29333,0.026882248869667783/0.009828975820719482/0.009838804796540201/0.02643994495773541/0.009809317869078044/0.010585806958914881/0.03303518773343818/0.009288382150579911/0.010320424611755455/0.007381560841360331/0.03254373894240221/0.031609986239433854/0.019186160802044428/0.003243562020837429/0.02216434047572243/0.022449380774523294/0.008698643601336742/0.0174562610575978/0.0038234715942598784/0.011657165323373306/0.012178101041871437/0.003921761352467073/0.002614507568311382/0.0009927265578926678/0.0008551208964025949/0.038018478474542955/0.008669156673874584/0.016207981128366425/0.009917436603105957/0.019372911342638098/0.001061529388637704/0.06579516414389622/0.007637114212699037/0.030381364261843916/0.08147238057794379/0.001061529388637704/0.016797719677609593/0.001061529388637704/0.0020345979948889325/0.06949085905248674/0.0326420287006094/0.06605071751523492/0.0009730686062512286/0.00285040298800865/0.000982897582071948/0.000982897582071948/0.0009730686062512286/0.0009730686062512286/0.0009730686062512286/0.062286219775899355/0.026223707489679577/0.08830351877334383,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'target', 'target', 'target', 'target', 'target', 'target', 'target', 'target', 'target', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",Other,None,No heat generator,IV/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/IV/IV/XIII/XIII/XIII/XIII/IV/XIII/XIII/XIII/XIII/XIII/XIII/XIII/IV/XIII/IV/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII/XIII,0.067025972,107.8968557,7663393.704,0.001651279,3,12.75549507,7559.356159,2431.602187,112288.245,17546058.95,
"ai9, ",2006-2010,Residential,2373.36,TRUE,2532854.505,1152002.668,401.7,10472,TRUE,FALSE,,,Boiler for multiple buildings,Not documented,0,103841.3092,0,47.86829784,0,754042,1986966,900162,1086804,2288.822914,24745.53814,7909.802386,130312.1698,69.05148328,18,15.5,12,17,41.5,33.9,60,15,1906.313253,679.375224,2109.7,1609.455238,679.3676756,20,189.269673,1,"['existing', 'existing', 'existing']",Wood,Wood,Boiler,I,0.039821185,120.3,55673.87855,0.00083,4,15.56,135.5842697,135.5849865,679.375224,175018.6198,
9035616,2001-2005,Other,4617.45,FALSE,2532784.292,1152161.001,412.5,10473,TRUE,FALSE,,,Not documented,Not documented,0,341858.3316,0,147.7768698,0,754045,2450974,1253193,1197781,3378.02545,0,0,0,0,18,16.4,12,17,65,50,60,15,3708.795181,978.3128655,2399.702316,2399.691202,978.3342483,20.3,92.71987952,1,['existing'],Other,None,No heat generator,XIII,0.055557775,106,96057.79518,0.00127,5,22.21,145.2881553,145.2876549,978.3342483,272596.4458,
9020482,1991-2000,Education,2538.9,TRUE,2532774.664,1152209.463,412.63,10473,TRUE,FALSE,,,Heat exchanger (DHN included) for single building,Not documented,0.37,232786.6505,7396.122907,118.541241,15.6878631,754050,1654100,709476,944624,2340.626768,4513.477774,1442.713311,0,0,18,14.2,12,17,65,50,60,15,2039.277108,533.445883,1807.204772,1807.185844,533.4409237,20,663.4205422,1,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",District heat,District heat,Heat exchanger (DHN included),IV,0.122794604,112.9,111972.6275,0.00203,5,21.08,107.7651158,107.7642179,533.445883,180628.9699,
280075118,2006-2010,Residential,2239.44,TRUE,2532901.487,1152042.88,402.03,10472,TRUE,FALSE,,,Boiler for multiple buildings,Not documented,0,97981.92495,0,45.16726536,0,754082,1851988,845433,1006555,2155.373198,23349.23818,7463.481248,122959.132,65.15516134,18,15.5,12,17,41.5,33.9,60,15,1798.746988,637.5851615,1517.791856,1517.791437,637.5817606,20,178.5898795,1,"['existing', 'existing', 'existing']",Wood,Wood,Boiler,I,0.039955965,120.3,52532.40578,0.00083,4,15.41,129.314855,129.3148279,637.5851615,165142.961,
280075117,2006-2010,Residential,2254.32,TRUE,2532939.784,1152056.658,402.16,10472,TRUE,FALSE,,,Boiler for multiple buildings,Not documented,0,98632.96764,0,45.46738008,0,754086,1904945,874521,1030424,2221.888894,23504.38262,7513.072485,123776.1362,65.588086,18,15.5,12,17,41.5,33.9,60,15,1810.698795,659.524213,1562.371264,1562.370431,659.5184633,20,179.7765232,1,"['existing', 'existing', 'existing']",Wood,Wood,Boiler,I,0.039821185,120.3,52881.45831,0.00083,4,15.55,133.4806051,133.4805515,659.524213,166240.2564,
280075116,2006-2010,Residential,2254.32,TRUE,2532977.805,1152068.237,402.56,10472,TRUE,FALSE,,,Boiler for multiple buildings,Not documented,0,98632.96764,0,45.46738008,0,754088,1962237,874522,1087715,2268.329004,23504.38262,7513.072485,123776.1362,65.588086,18,15.5,12,17,41.5,33.9,60,15,1810.698795,659.5231875,1608.830846,1608.8105,659.5185039,20,179.7765232,1,"['existing', 'existing', 'existing']",Wood,Wood,Boiler,I,0.039821185,120.3,52881.45831,0.00083,4,15.85,133.4796236,133.4783399,659.5231875,166240.2564,
280058260,2006-2010,Tourism,2176.2,TRUE,2533087.512,1152074.757,400.32,10474,TRUE,FALSE,,,Solar thermal installation for multiple buildings,Not documented,1.31,102759.9943,22445.37685,44.4205944,47.6087274,754137,1509836,752287,757549,1649.079348,22689.87431,7252.718488,0,0,18,16.4,12,17,41.5,33.9,60,15,1747.951807,591.6288825,1535.3,1057.438666,591.6406824,20,173.5466437,1,"['existing', 'existing', 'existing']",Gas,Solar (thermal),Solar thermal installation,I,0.029558916,120.3,51048.93253,0.00081,4,14.02,109.5058111,109.5078397,591.6406824,160479.4554,
9020486/280003145,1991-2000,Education,18255.9,FALSE,2533521.418,1152386.95,415.63,10478,TRUE,FALSE,,,Not documented,Not documented,0.37,1673846.868,53181.64566,852.367971,112.8032061,754243,9422943,4850357,4572586,13189.80845,0,0,0,0,18,14.2,12,17,65,50,60,15,14663.37349,4249.618639,17875.16623,8937.566334,4252.242117,20,4770.309613,0.8879266428935303/0.11207335710646969,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",Other,None,No heat generator,IV/IV,0.122794604,112.9,805136.5118,0.00203,5,22.94,472.9278785,472.927147,4252.242117,1298808.307,
9082087,1991-2000,Industrial,3135.96,FALSE,2533467.101,1152258.186,415.7991914,10474,TRUE,FALSE,,,Not documented,Not documented,0,219377.4616,0,94.8314304,0,754258,1976211,730536,1245675,3278.292456,0,0,0,0,18,16.4,12,17,65,50,60,15,2518.843373,572.5849342,2631.827598,2631.812607,646.4798486,18,550.5471945,1,"['existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing', 'existing']",Other,None,No heat generator,IX,0.019476678,112.51,195761.9881,0.0012,6,24.43919143,127.6791277,127.6785143,646.4798486,154294.2697,
