param : PeriodOfYear TimeOfYear := 
1      1   1
2      1   2
3      1   3
4      1   4
5      1   5
6      1   6
7      1   7
8      1   8
9      1   9
10     1  10
11     1  11
12     1  12
13     1  13
14     1  14
15     1  15
16     1  16
17     1  17
18     1  18
19     1  19
20     1  20
21     1  21
22     1  22
23     1  23
24     1  24
25     1   1
26     1   2
27     1   3
28     1   4
29     1   5
30     1   6
31     1   7
32     1   8
33     1   9
34     1  10
35     1  11
36     1  12
37     1  13
38     1  14
39     1  15
40     1  16
41     1  17
42     1  18
43     1  19
44     1  20
45     1  21
46     1  22
47     1  23
48     1  24
49     2   1
50     2   2
51     2   3
52     2   4
53     2   5
54     2   6
55     2   7
56     2   8
57     2   9
58     2  10
59     2  11
60     2  12
61     2  13
62     2  14
63     2  15
64     2  16
65     2  17
66     2  18
67     2  19
68     2  20
69     2  21
70     2  22
71     2  23
72     2  24
73     3   1
74     3   2
75     3   3
76     3   4
77     3   5
78     3   6
79     3   7
80     3   8
81     3   9
82     3  10
83     3  11
84     3  12
85     3  13
86     3  14
87     3  15
88     3  16
89     3  17
90     3  18
91     3  19
92     3  20
93     3  21
94     3  22
95     3  23
96     3  24
97     3   1
98     3   2
99     3   3
100    3   4
101    3   5
102    3   6
103    3   7
104    3   8
105    3   9
106    3  10
107    3  11
108    3  12
109    3  13
110    3  14
111    3  15
112    3  16
113    3  17
114    3  18
115    3  19
116    3  20
117    3  21
118    3  22
119    3  23
120    3  24
121    3   1
122    3   2
123    3   3
124    3   4
125    3   5
126    3   6
127    3   7
128    3   8
129    3   9
130    3  10
131    3  11
132    3  12
133    3  13
134    3  14
135    3  15
136    3  16
137    3  17
138    3  18
139    3  19
140    3  20
141    3  21
142    3  22
143    3  23
144    3  24
145    4   1
146    4   2
147    4   3
148    4   4
149    4   5
150    4   6
151    4   7
152    4   8
153    4   9
154    4  10
155    4  11
156    4  12
157    4  13
158    4  14
159    4  15
160    4  16
161    4  17
162    4  18
163    4  19
164    4  20
165    4  21
