param : PeriodOfYear TimeOfYear := 
1      1   1
2      1   2
3      1   3
4      1   4
5      1   5
6      1   6
7      1   7
8      1   8
9      1   9
10     1  10
11     1  11
12     1  12
13     1  13
14     1  14
15     1  15
16     1  16
17     1  17
18     1  18
19     1  19
20     1  20
21     1  21
22     1  22
23     1  23
24     1  24
25     2   1
26     2   2
27     2   3
28     2   4
29     2   5
30     2   6
31     2   7
32     2   8
33     2   9
34     2  10
35     2  11
36     2  12
37     2  13
38     2  14
39     2  15
40     2  16
41     2  17
42     2  18
43     2  19
44     2  20
45     2  21
46     2  22
47     2  23
48     2  24
49     2   1
50     2   2
51     2   3
52     2   4
53     2   5
54     2   6
55     2   7
56     2   8
57     2   9
58     2  10
59     2  11
60     2  12
61     2  13
62     2  14
63     2  15
64     2  16
65     2  17
66     2  18
67     2  19
68     2  20
69     2  21
70     2  22
71     2  23
72     2  24
73     2   1
74     2   2
75     2   3
76     2   4
77     2   5
78     2   6
79     2   7
80     2   8
81     2   9
82     2  10
83     2  11
84     2  12
85     2  13
86     2  14
87     2  15
88     2  16
89     2  17
90     2  18
91     2  19
92     2  20
93     2  21
94     2  22
95     2  23
96     2  24
97     3   1
98     3   2
99     3   3
100    3   4
101    3   5
102    3   6
103    3   7
104    3   8
105    3   9
106    3  10
107    3  11
108    3  12
109    3  13
110    3  14
111    3  15
112    3  16
113    3  17
114    3  18
115    3  19
116    3  20
117    3  21
118    3  22
119    3  23
120    3  24
121    3   1
122    3   2
123    3   3
124    3   4
125    3   5
126    3   6
127    3   7
128    3   8
129    3   9
130    3  10
131    3  11
132    3  12
133    3  13
134    3  14
135    3  15
136    3  16
137    3  17
138    3  18
139    3  19
140    3  20
141    3  21
142    3  22
143    3  23
144    3  24
145    1   1
146    1   2
147    1   3
148    1   4
149    1   5
150    1   6
151    1   7
152    1   8
153    1   9
154    1  10
155    1  11
156    1  12
157    1  13
158    1  14
159    1  15
160    1  16
161    1  17
162    1  18
163    1  19
164    1  20
165    1  21
