0,38.0
1,41.8
2,43.2
3,40.0
4,43.1
5,42.5
6,41.8
7,44.1
8,44.8
9,40.2
10,34.9
11,37.7
12,31.7
13,31.8
14,35.9
15,37.3
16,31.3
17,34.2
18,44.9
19,45.9
20,44.9
21,47.6
22,44.1
23,37.9
24,42.3
25,41.0
26,38.3
27,34.6
28,36.7
29,37.5
30,36.7
31,36.8
32,36.9
33,37.0
34,32.5
35,34.2
36,25.7
37,28.8
38,28.8
39,30.9
40,27.8
41,28.1
42,26.3
43,28.9
44,32.8
45,36.0
46,36.0
47,36.0
48,30.9
49,30.4
50,31.9
51,36.7
52,40.1
53,39.1
54,46.5
55,50.9
56,55.5
57,58.7
58,58.5
59,58.4
60,52.3
61,53.5
62,46.7
63,47.9
64,42.0
65,43.5
66,48.5
67,65.4
68,71.5
69,75.6
70,76.9
71,77.8
72,70.0
73,66.0
74,54.5
75,57.7
76,56.6
77,55.0
78,61.2
79,74.3
80,84.4
81,76.4
82,57.4
83,52.8
84,37.2
85,52.1
86,61.7
87,71.1
88,53.2
89,69.7
90,82.6
91,91.0
92,98.1
93,108.9
94,86.2
95,78.0
96,66.0
97,52.2
98,49.5
99,52.7
100,48.4
101,40.8
102,34.5
103,34.9
104,31.7
105,26.3
106,31.6
107,30.1
108,37.4
109,41.5
110,44.6
111,45.6
112,34.7
113,30.4
114,26.2
115,34.4
116,44.6
117,45.0
118,40.3
119,54.0
120,66.5
121,51.1
122,63.7
123,82.3
124,85.6
125,94.3
126,112.5
127,98.2
128,65.2
129,55.8
130,74.3
131,83.6
132,90.2
133,92.4
134,104.9
135,95.8
136,57.5
137,53.3
138,70.1
139,84.6
140,87.7
141,81.7
142,60.4
143,52.7
144,58.5
145,41.6
146,43.2
147,51.7
148,46.6
149,41.1
150,31.3
151,27.6
152,22.3
153,33.5
154,58.2
155,57.3
156,73.6
157,69.3
158,59.8
159,58.5
160,64.9
161,70.9
162,81.0
163,92.1
164,100.5
165,91.6
166,106.2
167,95.3
168,108.5
169,112.8
170,104.5
171,101.7
172,96.4
173,78.5
174,80.3
175,109.7
176,113.6
177,108.6
178,79.4
179,79.9
180,81.1
181,72.2
182,69.5
183,54.0
184,42.0
185,46.0
186,43.6
187,52.1
188,48.5
189,49.9
190,54.5
191,56.2
192,43.8
193,41.5
194,35.5
195,31.7
196,28.4
197,30.5
198,35.0
199,48.5
200,63.3
201,75.0
202,78.2
203,104.0
204,99.7
205,84.3
206,74.6
207,64.4
208,53.5
209,56.0
210,53.9
211,85.6
212,123.2
213,113.3
214,130.4
215,94.8
216,82.4
217,57.1
218,61.4
219,70.3
220,71.6
221,46.8
222,23.9
223,19.0
224,19.0
225,20.5
226,21.0
227,21.4
228,21.1
229,23.4
230,24.8
231,24.2
232,20.9
233,18.9
234,18.9
235,31.0
236,60.6
237,83.7
238,109.0
239,84.7
240,99.6
241,130.0
242,125.4
243,116.8
244,100.2
245,76.2
246,43.1
247,48.0
248,63.2
249,53.4
250,48.3
251,65.3
252,60.5
253,67.5
254,54.4
255,37.4
256,33.7
257,45.3
258,51.6
259,39.7
260,72.4
261,102.9
262,102.9
263,118.4
264,126.4
265,139.1
266,132.4
267,133.1
268,111.0
269,66.7
270,32.4
271,26.4
272,44.5
273,67.0
274,69.3
275,66.1
276,70.9
277,54.3
278,66.0
279,32.1
280,36.2
281,41.7
282,33.0
283,36.4
284,101.7
285,97.5
