id,Month,Day,Hour,Irr,Text,WS,PV_module_temp,,,u0,u1,,,
1723,3,13,19,2,6.9,0,7,,,,,,,
1724,3,13,20,0,6.5,0,6.5,,,,,,,
1725,3,13,21,0,6.1,0,6.1,,,,,,,
1726,3,13,22,0,5.6,0,5.6,,,,,,,
1727,3,13,23,0,5.2,0,5.2,,,,,,,
1728,3,13,24,0,4.7,0,4.7,,,,,,,
1729,3,14,1,0,4.2,0,4.2,,,,,,,
1730,3,14,2,0,3.7,0,3.7,,,,,,,
1731,3,14,3,0,3.2,0,3.2,,,,,,,
1732,3,14,4,0,3,0,3,,,,,,,
1733,3,14,5,0,2.7,0,2.7,,,,,,,
1734,3,14,6,0,2.5,0,2.5,,,,,,,
1735,3,14,7,0,2.5,0,2.5,,,,,,,
1736,3,14,8,49,3.1,0,5.55,,,,,,,
1737,3,14,9,162,4.4,0,12.5,,,,,,,
1738,3,14,10,286,6,0,20.3,,,,,,,
1739,3,14,11,382,7.4,0,26.5,,,,,,,
1740,3,14,12,451,8.7,0,31.25,,,,,,,
1741,3,14,13,482,9.8,0,33.9,,,,,,,
1742,3,14,14,470,10.5,0,34,,,,,,,
1743,3,14,15,411,10.9,0,31.45,,,,,,,
1744,3,14,16,330,11,0,27.5,,,,,,,
1745,3,14,17,215,10.5,0,21.25,,,,,,,
1746,3,14,18,95,9.7,0,14.45,,,,,,,
1747,3,14,19,2,8.6,0,8.7,,,,,,,
1748,3,14,20,0,8.2,0,8.2,,,,,,,
1749,3,14,21,0,7.9,0,7.9,,,,,,,
1750,3,14,22,0,7.5,0,7.5,,,,,,,
1751,3,14,23,0,7.2,0,7.2,,,,,,,
1752,3,14,24,0,6.8,0,6.8,,,,,,,
1753,3,15,1,0,6.6,0,6.6,,,,,,,
1754,3,15,2,0,6.5,0,6.5,,,,,,,
1755,3,15,3,0,6.3,0,6.3,,,,,,,
1756,3,15,4,0,6.1,0,6.1,,,,,,,
1757,3,15,5,0,6,0,6,,,,,,,
1758,3,15,6,0,5.7,0,5.7,,,,,,,
1759,3,15,7,0,5.8,0,5.8,,,,,,,
1760,3,15,8,28,6,0,7.4,,,,,,,
1761,3,15,9,97,7.1,0,11.95,,,,,,,
1762,3,15,10,171,8,0,16.55,,,,,,,
1763,3,15,11,208,8.7,0,19.1,,,,,,,
1764,3,15,12,205,9.2,0,19.45,,,,,,,
1765,3,15,13,225,9.5,0,20.75,,,,,,,
1766,3,15,14,173,9.7,0,18.35,,,,,,,
1767,3,15,15,115,9.5,0,15.25,,,,,,,
1768,3,15,16,71,9.1,0,12.65,,,,,,,
1769,3,15,17,82,8.6,0,12.7,,,,,,,
1770,3,15,18,30,8.8,0,10.3,,,,,,,
1771,3,15,19,2,8.2,0,8.3,,,,,,,
1772,3,15,20,0,8.1,0,8.1,,,,,,,
1773,3,15,21,0,7.6,0,7.6,,,,,,,
1774,3,15,22,0,6.3,0,6.3,,,,,,,
1775,3,15,23,0,5.1,0,5.1,,,,,,,
1776,3,15,24,0,6,0,6,,,,,,,
1777,3,16,1,0,6.4,0,6.4,,,,,,,
1778,3,16,2,0,6.1,0,6.1,,,,,,,
1779,3,16,3,0,5.6,0,5.6,,,,,,,
1780,3,16,4,0,5.5,0,5.5,,,,,,,
1781,3,16,5,0,5.3,0,5.3,,,,,,,
1782,3,16,6,0,5.2,0,5.2,,,,,,,
1783,3,16,7,0,5.1,0,5.1,,,,,,,
1784,3,16,8,72,6,0,9.6,,,,,,,
1785,3,16,9,147,7,0,14.35,,,,,,,
1786,3,16,10,266,8.3,0,21.6,,,,,,,
1787,3,16,11,380,9.6,0,28.6,,,,,,,
1788,3,16,12,313,10.2,0,25.85,,,,,,,
1789,3,16,13,420,11,0,32,,,,,,,
1790,3,16,14,303,11.2,0,26.35,,,,,,,
1791,3,16,15,284,11.3,0,25.5,,,,,,,
1792,3,16,16,202,11.1,0,21.2,,,,,,,
1793,3,16,17,51,10.3,0,12.85,,,,,,,
1794,3,16,18,12,9.5,0,10.1,,,,,,,
1795,3,16,19,2,8.7,0,8.8,,,,,,,
1796,3,16,20,0,8.8,0,8.8,,,,,,,
1797,3,16,21,0,8.9,0,8.9,,,,,,,
1798,3,16,22,0,9,0,9,,,,,,,
1799,3,16,23,0,9.1,0,9.1,,,,,,,
1800,3,16,24,0,8.9,0,8.9,,,,,,,
1801,3,17,1,0,9.4,0,9.4,,,,,,,
1802,3,17,2,0,9.5,0,9.5,,,,,,,
1803,3,17,3,0,9.7,0,9.7,,,,,,,
1804,3,17,4,0,9.7,0,9.7,,,,,,,
1805,3,17,5,0,9.4,0,9.4,,,,,,,
1806,3,17,6,0,9.9,0,9.9,,,,,,,
1807,3,17,7,0,10.1,0,10.1,,,,,,,
1808,3,17,8,37,10.7,0,12.55,,,,,,,
1809,3,17,9,117,11.9,0,17.75,,,,,,,
1810,3,17,10,202,13.2,0,23.3,,,,,,,
1811,3,17,11,266,14.4,0,27.7,,,,,,,
1812,3,17,12,278,15.3,0,29.2,,,,,,,
1813,3,17,13,309,16.1,0,31.55,,,,,,,
1814,3,17,14,274,16.6,0,30.3,,,,,,,
1815,3,17,15,264,16.9,0,30.1,,,,,,,
1816,3,17,16,222,17,0,28.1,,,,,,,
1817,3,17,17,153,16.9,0,24.55,,,,,,,
1818,3,17,18,69,16.4,0,19.85,,,,,,,
1819,3,17,19,2,15.6,0,15.7,,,,,,,
1820,3,17,20,0,14.7,0,14.7,,,,,,,
1821,3,17,21,0,13.8,0,13.8,,,,,,,
1822,3,17,22,0,13,0,13,,,,,,,
1823,3,17,23,0,12.1,0,12.1,,,,,,,
1824,3,17,24,0,11.2,0,11.2,,,,,,,
1825,3,18,1,0,9.9,0,9.9,,,,,,,
1826,3,18,2,0,8.6,0,8.6,,,,,,,
1827,3,18,3,0,7.3,0,7.3,,,,,,,
1828,3,18,4,0,6.6,0,6.6,,,,,,,
1829,3,18,5,0,5.9,0,5.9,,,,,,,
1830,3,18,6,0,5.4,0,5.4,,,,,,,
1831,3,18,7,0,5.3,0,5.3,,,,,,,
1832,3,18,8,79,6.2,0,10.15,,,,,,,
1833,3,18,9,223,7.8,0,18.95,,,,,,,
1834,3,18,10,366,9.5,0,27.8,,,,,,,
1835,3,18,11,488,11.1,0,35.5,,,,,,,
1836,3,18,12,579,12.6,0,41.55,,,,,,,
1837,3,18,13,627,13.8,0,45.15,,,,,,,
1838,3,18,14,619,14.6,0,45.55,,,,,,,
1839,3,18,15,559,15.1,0,43.05,,,,,,,
1840,3,18,16,455,15.1,0,37.85,,,,,,,
1841,3,18,17,308,14.7,0,30.1,,,,,,,
1842,3,18,18,149,13.6,0,21.05,,,,,,,
1843,3,18,19,8,12.3,0,12.7,,,,,,,
1844,3,18,20,0,11.6,0,11.6,,,,,,,
1845,3,18,21,0,10.9,0,10.9,,,,,,,
1846,3,18,22,0,10.1,0,10.1,,,,,,,
1847,3,18,23,0,9.4,0,9.4,,,,,,,
1848,3,18,24,0,8.7,0,8.7,,,,,,,
1849,3,19,1,0,8.4,0,8.4,,,,,,,
1850,3,19,2,0,8.1,0,8.1,,,,,,,
1851,3,19,3,0,7.9,0,7.9,,,,,,,
1852,3,19,4,0,7.9,0,7.9,,,,,,,
1853,3,19,5,0,7.9,0,7.9,,,,,,,
1854,3,19,6,0,7.7,0,7.7,,,,,,,
1855,3,19,7,0,7.5,0,7.5,,,,,,,
1856,3,19,8,13,8.1,0,8.75,,,,,,,
1857,3,19,9,21,8.3,0,9.35,,,,,,,
1858,3,19,10,35,8.6,0,10.35,,,,,,,
1859,3,19,11,47,8.8,0,11.15,,,,,,,
1860,3,19,12,54,9,0,11.7,,,,,,,
1861,3,19,13,57,9.1,0,11.95,,,,,,,
1862,3,19,14,369,10.5,0,28.95,,,,,,,
1863,3,19,15,412,11.7,0,32.3,,,,,,,
1864,3,19,16,307,11.8,0,27.15,,,,,,,
1865,3,19,17,218,12.6,0,23.5,,,,,,,
1866,3,19,18,119,12.6,0,18.55,,,,,,,
1867,3,19,19,10,12.1,0,12.6,,,,,,,
1868,3,19,20,0,11.5,0,11.5,,,,,,,
1869,3,19,21,0,10.8,0,10.8,,,,,,,
1870,3,19,22,0,10.2,0,10.2,,,,,,,
1871,3,19,23,0,9.2,0,9.2,,,,,,,
1872,3,19,24,0,7.6,0,7.6,,,,,,,
1873,3,20,1,0,8.1,0,8.1,,,,,,,
1874,3,20,2,0,7.2,0,7.2,,,,,,,
1875,3,20,3,0,6.3,0,6.3,,,,,,,
1876,3,20,4,0,5.8,0,5.8,,,,,,,
1877,3,20,5,0,5.4,0,5.4,,,,,,,
1878,3,20,6,0,5,0,5,,,,,,,
1879,3,20,7,0,5,0,5,,,,,,,
1880,3,20,8,46,5.4,0,7.7,,,,,,,
1881,3,20,9,123,6.3,0,12.45,,,,,,,
1882,3,20,10,189,7,0,16.45,,,,,,,
1883,3,20,11,250,7.8,0,20.3,,,,,,,
1884,3,20,12,297,8.4,0,23.25,,,,,,,
1885,3,20,13,311,8.9,0,24.45,,,,,,,
1886,3,20,14,283,9.2,0,23.35,,,,,,,
1887,3,20,15,257,9.3,0,22.15,,,,,,,
1888,3,20,16,202,9.3,0,19.4,,,,,,,
1889,3,20,17,133,9,0,15.65,,,,,,,
1890,3,20,18,70,8.4,0,11.9,,,,,,,
1891,3,20,19,2,7.9,0,8,,,,,,,
1892,3,20,20,0,6.5,0,6.5,,,,,,,
1893,3,20,21,0,6.4,0,6.4,,,,,,,
1894,3,20,22,0,6,0,6,,,,,,,
1895,3,20,23,0,5.4,0,5.4,,,,,,,
1896,3,20,24,0,4.7,0,4.7,,,,,,,
1897,3,21,1,0,4.4,0,4.4,,,,,,,
1898,3,21,2,0,4,0,4,,,,,,,
1899,3,21,3,0,3.6,0,3.6,,,,,,,
1900,3,21,4,0,3.4,0,3.4,,,,,,,
1901,3,21,5,0,3.2,0,3.2,,,,,,,
1902,3,21,6,0,3.1,0,3.1,,,,,,,
1903,3,21,7,1,3.1,0,3.15,,,,,,,
1904,3,21,8,73,4.1,0,7.75,,,,,,,
1905,3,21,9,182,5.5,0,14.6,,,,,,,
1906,3,21,10,312,7.2,0,22.8,,,,,,,
1907,3,21,11,395,8.6,0,28.35,,,,,,,
1908,3,21,12,455,9.9,0,32.65,,,,,,,
1909,3,21,13,494,10.9,0,35.6,,,,,,,
1910,3,21,14,472,11.7,0,35.3,,,,,,,
1911,3,21,15,416,12,0,32.8,,,,,,,
1912,3,21,16,308,12,0,27.4,,,,,,,
1913,3,21,17,198,11.5,0,21.4,,,,,,,
1914,3,21,18,86,10.5,0,14.8,,,,,,,
1915,3,21,19,3,9.5,0,9.65,,,,,,,
1916,3,21,20,0,9,0,9,,,,,,,
1917,3,21,21,0,8.6,0,8.6,,,,,,,
1918,3,21,22,0,8.1,0,8.1,,,,,,,
1919,3,21,23,0,7.7,0,7.7,,,,,,,
1920,3,21,24,0,7.2,0,7.2,,,,,,,
1921,3,22,1,0,6.9,0,6.9,,,,,,,
1922,3,22,2,0,6.6,0,6.6,,,,,,,
1923,3,22,3,0,6.2,0,6.2,,,,,,,
1924,3,22,4,0,6.1,0,6.1,,,,,,,
1925,3,22,5,0,5.9,0,5.9,,,,,,,
1926,3,22,6,0,5.8,0.00033333,5.8,,,,,,,
1927,3,22,7,6,5.9,0,6.2,,,,,,,
1928,3,22,8,125,7.5,0,13.75,,,,,,,
1929,3,22,9,230,8.9,0,20.4,,,,,,,
1930,3,22,10,512,11.5,0,37.1,,,,,,,
1931,3,22,11,674,13.8,0,47.5,,,,,,,
1932,3,22,12,514,14.7,0,40.4,,,,,,,
1933,3,22,13,323,14.6,0,30.75,,,,,,,
1934,3,22,14,364,14.7,0,32.9,,,,,,,
1935,3,22,15,193,14,0,23.65,,,,,,,
1936,3,22,16,129,13.1,0,19.55,,,,,,,
1937,3,22,17,114,12.3,0,18,,,,,,,
1938,3,22,18,116,11.7,0,17.5,,,,,,,
1939,3,22,19,8,10.8,0,11.2,,,,,,,
1940,3,22,20,0,10.4,0,10.4,,,,,,,
1941,3,22,21,0,9.9,0,9.9,,,,,,,
1942,3,22,22,0,9.4,0,9.4,,,,,,,
1943,3,22,23,0,9,0,9,,,,,,,
1944,3,22,24,0,8.5,0,8.5,,,,,,,
1945,3,23,1,0,8,0,8,,,,,,,
1946,3,23,2,0,7.5,0,7.5,,,,,,,
1947,3,23,3,0,7,0,7,,,,,,,
1948,3,23,4,0,6.7,0,6.7,,,,,,,
1949,3,23,5,0,6.5,0,6.5,,,,,,,
1950,3,23,6,0,6.1,0,6.1,,,,,,,
1951,3,23,7,1,6.3,0,6.35,,,,,,,
1952,3,23,8,48,6.9,0,9.3,,,,,,,
1953,3,23,9,120,7.7,0,13.7,,,,,,,
1954,3,23,10,196,8.6,0,18.4,,,,,,,
1955,3,23,11,247,9.5,0,21.85,,,,,,,
1956,3,23,12,289,10.2,0,24.65,,,,,,,
1957,3,23,13,288,10.7,0,25.1,,,,,,,
1958,3,23,14,284,11.1,0,25.3,,,,,,,
1959,3,23,15,246,11.2,0,23.5,,,,,,,
1960,3,23,16,170,11.1,0,19.6,,,,,,,
1961,3,23,17,125,10.8,0,17.05,,,,,,,
1962,3,23,18,59,10.3,0,13.25,,,,,,,
1963,3,23,19,3,9.7,0,9.85,,,,,,,
1964,3,23,20,0,9,0,9,,,,,,,
1965,3,23,21,0,7.6,0,7.6,,,,,,,
1966,3,23,22,0,7.4,0,7.4,,,,,,,
1967,3,23,23,0,7.1,0,7.1,,,,,,,
1968,3,23,24,0,6.5,0,6.5,,,,,,,
1969,3,24,1,0,5.9,0,5.9,,,,,,,
1970,3,24,2,0,5.3,0,5.3,,,,,,,
1971,3,24,3,0,4.8,0,4.8,,,,,,,
1972,3,24,4,0,4.5,0,4.5,,,,,,,
1973,3,24,5,0,4.1,0,4.1,,,,,,,
1974,3,24,6,0,3.9,0,3.9,,,,,,,
1975,3,24,7,1,3.9,0,3.95,,,,,,,
1976,3,24,8,74,5,0,8.7,,,,,,,
1977,3,24,9,201,6.6,0,16.65,,,,,,,
1978,3,24,10,347,8.4,0,25.75,,,,,,,
1979,3,24,11,473,10.3,0,33.95,,,,,,,
1980,3,24,12,549,11.9,0,39.35,,,,,,,
1981,3,24,13,581,13.2,0,42.25,,,,,,,
1982,3,24,14,546,14,0,41.3,,,,,,,
1983,3,24,15,504,14.5,0,39.7,,,,,,,
1984,3,24,16,410,14.6,0,35.1,,,,,,,
1985,3,24,17,299,14.2,0,29.15,,,,,,,
1986,3,24,18,150,13.3,0,20.8,,,,,,,
1987,3,24,19,13,12,0,12.65,,,,,,,
1988,3,24,20,0,11.2,0,11.2,,,,,,,
1989,3,24,21,0,10.4,0,10.4,,,,,,,
1990,3,24,22,0,9.6,0,9.6,,,,,,,
1991,3,24,23,0,8.8,0,8.8,,,,,,,
1992,3,24,24,0,8.1,0,8.1,,,,,,,
1993,3,25,1,0,7.4,0,7.4,,,,,,,
1994,3,25,2,0,6.7,0,6.7,,,,,,,
1995,3,25,3,0,6.1,0,6.1,,,,,,,
1996,3,25,4,0,5.7,0,5.7,,,,,,,
1997,3,25,5,0,5.4,0,5.4,,,,,,,
1998,3,25,6,0,5.2,0,5.2,,,,,,,
1999,3,25,7,2,5.2,0,5.3,,,,,,,
2000,3,25,8,92,6.5,0,11.1,,,,,,,
2001,3,25,9,147,7.4,0,14.75,,,,,,,
2002,3,25,10,274,8.7,0,22.4,,,,,,,
2003,3,25,11,276,9.5,0,23.3,,,,,,,
2004,3,25,12,448,10.9,0,33.3,,,,,,,
2005,3,25,13,441,11.8,0,33.85,,,,,,,
2006,3,25,14,444,12.5,0,34.7,,,,,,,
2007,3,25,15,452,13.1,0,35.7,,,,,,,
2008,3,25,16,313,13,0,28.65,,,,,,,
2009,3,25,17,224,12.8,0,24,,,,,,,
2010,3,25,18,108,12.1,0,17.5,,,,,,,
2011,3,25,19,3,11.1,0,11.25,,,,,,,
2012,3,25,20,0,10.1,0,10.1,,,,,,,
2013,3,25,21,0,9.1,0,9.1,,,,,,,
2014,3,25,22,0,8.2,0,8.2,,,,,,,
2015,3,25,23,0,7.2,0,7.2,,,,,,,
2016,3,25,24,0,6.2,0,6.2,,,,,,,
2017,3,26,1,0,5.4,0,5.4,,,,,,,
2018,3,26,2,0,4.4,0,4.4,,,,,,,
2019,3,26,3,0,3.5,0,3.5,,,,,,,
2020,3,26,4,0,3,0,3,,,,,,,
2021,3,26,5,0,2.5,0,2.5,,,,,,,
2022,3,26,6,0,2.2,0,2.2,,,,,,,
2023,3,26,7,2,2.2,0,2.3,,,,,,,
2024,3,26,8,97,3.5,0,8.35,,,,,,,
2025,3,26,9,224,5.1,0,16.3,,,,,,,
2026,3,26,10,364,6.9,0,25.1,,,,,,,
2027,3,26,11,503,8.8,0,33.95,,,,,,,
2028,3,26,12,598,10.5,0,40.4,,,,,,,
2029,3,26,13,660,11.9,0,44.9,,,,,,,
2030,3,26,14,664,13,0,46.2,,,,,,,
2031,3,26,15,640,13.7,0,45.7,,,,,,,
2032,3,26,16,512,14,0,39.6,,,,,,,
2033,3,26,17,368,13.6,0,32,,,,,,,
2034,3,26,18,189,12.6,0,22.05,,,,,,,
2035,3,26,19,19,11.1,0,12.05,,,,,,,
2036,3,26,20,0,10.4,0,10.4,,,,,,,
2037,3,26,21,0,9.7,0,9.7,,,,,,,
2038,3,26,22,0,8.9,0,8.9,,,,,,,
2039,3,26,23,0,8.2,0,8.2,,,,,,,
2040,3,26,24,0,7.5,0,7.5,,,,,,,
2041,3,27,1,0,7.1,0,7.1,,,,,,,
2042,3,27,2,0,6.7,0,6.7,,,,,,,
2043,3,27,3,0,6.3,0,6.3,,,,,,,
2044,3,27,4,0,6,0,6,,,,,,,
2045,3,27,5,0,5.8,0,5.8,,,,,,,
2046,3,27,6,0,5.7,0,5.7,,,,,,,
2047,3,27,7,4,5.8,0,6,,,,,,,
2048,3,27,8,130,7.7,0,14.2,,,,,,,
2049,3,27,9,318,10.1,0,26,,,,,,,
2050,3,27,10,439,12.3,0,34.25,,,,,,,
2051,3,27,11,604,14.5,0,44.7,,,,,,,
2052,3,27,12,591,16,0,45.55,,,,,,,
2053,3,27,13,601,17,0,47.05,,,,,,,
2054,3,27,14,545,17.6,0,44.85,,,,,,,
2055,3,27,15,531,18,0.00033333,44.54858409,,,,,,,
2056,3,27,16,389,17.9,0,37.35,,,,,,,
2057,3,27,17,293,17.3,0,31.95,,,,,,,
2058,3,27,18,147,16.2,0,23.55,,,,,,,
2059,3,27,19,7,14.7,0,15.05,,,,,,,
2060,3,27,20,0,13.6,0,13.6,,,,,,,
2061,3,27,21,0,12.5,0,12.5,,,,,,,
2062,3,27,22,0,11.5,0,11.5,,,,,,,
2063,3,27,23,0,10.4,0,10.4,,,,,,,
2064,3,27,24,0,9.3,0,9.3,,,,,,,
2065,3,28,1,0,8.3,0,8.3,,,,,,,
2066,3,28,2,0,7.2,0,7.2,,,,,,,
2067,3,28,3,0,6.1,0,6.1,,,,,,,
2068,3,28,4,0,5.5,0,5.5,,,,,,,
2069,3,28,5,0,4.9,0,4.9,,,,,,,
2070,3,28,6,0,4.5,0,4.5,,,,,,,
2071,3,28,7,5,4.6,0,4.85,,,,,,,
2072,3,28,8,137,6.4,0,13.25,,,,,,,
2073,3,28,9,312,8.7,0,24.3,,,,,,,
2074,3,28,10,478,11,0,34.9,,,,,,,
2075,3,28,11,618,13.1,0,44,,,,,,,
2076,3,28,12,708,14.9,0,50.3,,,,,,,
2077,3,28,13,753,16.4,0,54.05,,,,,,,
2078,3,28,14,733,17.4,0,54.05,,,,,,,
2079,3,28,15,656,18,0,50.8,,,,,,,
2080,3,28,16,540,18,0,45,,,,,,,
2081,3,28,17,384,17.5,0,36.7,,,,,,,
2082,3,28,18,205,16.3,0,26.55,,,,,,,
2083,3,28,19,23,14.5,0,15.65,,,,,,,
2084,3,28,20,0,13.4,0,13.4,,,,,,,
2085,3,28,21,0,12.3,0,12.3,,,,,,,
2086,3,28,22,0,11.1,0,11.1,,,,,,,
2087,3,28,23,0,10,0,10,,,,,,,
2088,3,28,24,0,8.9,0,8.9,,,,,,,
2089,3,29,1,0,8.1,0,8.1,,,,,,,
2090,3,29,2,0,7.3,0,7.3,,,,,,,
2091,3,29,3,0,6.4,0,6.4,,,,,,,
2092,3,29,4,0,6,0,6,,,,,,,
2093,3,29,5,0,5.6,0,5.6,,,,,,,
2094,3,29,6,0,5.3,0,5.3,,,,,,,
2095,3,29,7,3,5.3,0,5.45,,,,,,,
2096,3,29,8,112,6.7,0,12.3,,,,,,,
2097,3,29,9,237,8.2,0,20.05,,,,,,,
2098,3,29,10,385,10,0,29.25,,,,,,,
2099,3,29,11,532,11.8,0,38.4,,,,,,,
2100,3,29,12,435,12.5,0,34.25,,,,,,,
2101,3,29,13,461,13.1,0,36.15,,,,,,,
2102,3,29,14,542,13.9,0,41,,,,,,,
2103,3,29,15,407,14,0,34.35,,,,,,,
2104,3,29,16,258,13.6,0,26.5,,,,,,,
2105,3,29,17,186,12.9,0,22.2,,,,,,,
2106,3,29,18,69,12,0,15.45,,,,,,,
2107,3,29,19,4,10.9,0,11.1,,,,,,,
2108,3,29,20,0,10.1,0,10.1,,,,,,,
2109,3,29,21,0,9.2,0,9.2,,,,,,,
2110,3,29,22,0,8.4,0,8.4,,,,,,,
2111,3,29,23,0,7.5,0,7.5,,,,,,,
2112,3,29,24,0,6.7,0,6.7,,,,,,,
2113,3,30,1,0,6,0,6,,,,,,,
2114,3,30,2,0,5.4,0,5.4,,,,,,,
2115,3,30,3,0,4.7,0,4.7,,,,,,,
2116,3,30,4,0,4.3,0,4.3,,,,,,,
2117,3,30,5,0,3.9,0,3.9,,,,,,,
2118,3,30,6,0,3.7,0,3.7,,,,,,,
2119,3,30,7,6,3.8,0,4.1,,,,,,,
2120,3,30,8,147,5.9,0,13.25,,,,,,,
2121,3,30,9,321,8.3,0,24.35,,,,,,,
2122,3,30,10,486,10.7,0,35,,,,,,,
2123,3,30,11,616,12.9,0,43.7,,,,,,,
2124,3,30,12,702,14.8,0,49.9,,,,,,,
2125,3,30,13,736,16.2,0,53,,,,,,,
2126,3,30,14,723,17.3,0,53.45,,,,,,,
2127,3,30,15,646,17.8,0,50.1,,,,,,,
2128,3,30,16,530,17.9,0,44.4,,,,,,,
2129,3,30,17,370,17.3,0,35.8,,,,,,,
2130,3,30,18,198,16.1,0,26,,,,,,,
2131,3,30,19,21,14.3,0,15.35,,,,,,,
2132,3,30,20,0,13.3,0,13.3,,,,,,,
2133,3,30,21,0,12.2,0,12.2,,,,,,,
2134,3,30,22,0,11.2,0,11.2,,,,,,,
2135,3,30,23,0,10.1,0,10.1,,,,,,,
2136,3,30,24,0,9.1,0,9.1,,,,,,,
2137,3,31,1,0,8.3,0,8.3,,,,,,,
2138,3,31,2,0,7.4,0,7.4,,,,,,,
2139,3,31,3,0,6.5,0,6.5,,,,,,,
2140,3,31,4,0,6.1,0,6.1,,,,,,,
2141,3,31,5,0,5.7,0,5.7,,,,,,,
2142,3,31,6,0,5.4,0,5.4,,,,,,,
2143,3,31,7,8,5.6,0,6,,,,,,,
2144,3,31,8,158,7.6,0,15.5,,,,,,,
2145,3,31,9,338,9.9,0,26.8,,,,,,,
2146,3,31,10,508,12.2,0,37.6,,,,,,,
2147,3,31,11,645,14.3,0,46.55,,,,,,,
2148,3,31,12,735,16.1,0,52.85,,,,,,,
2149,3,31,13,775,17.5,0,56.25,,,,,,,
2150,3,31,14,757,18.6,0,56.45,,,,,,,
2151,3,31,15,681,19.1,0,53.15,,,,,,,
2152,3,31,16,557,19.2,0,47.05,,,,,,,
2153,3,31,17,391,18.7,0,38.25,,,,,,,
2154,3,31,18,209,17.5,0,27.95,,,,,,,
2155,3,31,19,24,15.9,0,17.1,,,,,,,
2156,3,31,20,0,15,0,15,,,,,,,
2157,3,31,21,0,14.1,0,14.1,,,,,,,
2158,3,31,22,0,13.2,0,13.2,,,,,,,
2159,3,31,23,0,12.3,0,12.3,,,,,,,
2160,3,31,24,0,11.5,0,11.5,,,,,,,
2161,4,1,1,0,10.5,0,10.5,,,,,,,
2162,4,1,2,0,9.8,0,9.8,,,,,,,
2163,4,1,3,0,9,0,9,,,,,,,
2164,4,1,4,0,8.6,0,8.6,,,,,,,
2165,4,1,5,0,8.1,0,8.1,,,,,,,
2166,4,1,6,0,7.8,0,7.8,,,,,,,
2167,4,1,7,2,7.8,0,7.9,,,,,,,
2168,4,1,8,54,8.3,0,11,,,,,,,
2169,4,1,9,120,8.8,0,14.8,,,,,,,
2170,4,1,10,173,9.3,0,17.95,,,,,,,
2171,4,1,11,222,9.8,0,20.9,,,,,,,
2172,4,1,12,250,10.2,0,22.7,,,,,,,
2173,4,1,13,280,10.5,0,24.5,,,,,,,
2174,4,1,14,258,10.6,0,23.5,,,,,,,
2175,4,1,15,249,10.6,0,23.05,,,,,,,
2176,4,1,16,204,10.7,0,20.9,,,,,,,
2177,4,1,17,138,10.3,0,17.2,,,,,,,
2178,4,1,18,70,9.1,0,12.6,,,,,,,
2179,4,1,19,9,9.3,0,9.75,,,,,,,
2180,4,1,20,0,9,0,9,,,,,,,
2181,4,1,21,0,8.2,0,8.2,,,,,,,
2182,4,1,22,0,7.4,0,7.4,,,,,,,
2183,4,1,23,0,6.6,0,6.6,,,,,,,
2184,4,1,24,0,5.8,0,5.8,,,,,,,
2185,4,2,1,0,5.1,0,5.1,,,,,,,
2186,4,2,2,0,4.4,0,4.4,,,,,,,
2187,4,2,3,0,3.7,0,3.7,,,,,,,
2188,4,2,4,0,3.3,0,3.3,,,,,,,
2189,4,2,5,0,3,0,3,,,,,,,
2190,4,2,6,0,2.7,0,2.7,,,,,,,
2191,4,2,7,10,2.9,0,3.4,,,,,,,
2192,4,2,8,176,4.9,0,13.7,,,,,,,
2193,4,2,9,362,7,0,25.1,,,,,,,
