param : PeriodOfYear TimeOfYear := 
1      1   1
2      1   2
3      1   3
4      1   4
5      1   5
6      1   6
7      1   7
8      1   8
9      1   9
10     1  10
11     1  11
12     1  12
13     1  13
14     1  14
15     1  15
16     1  16
17     1  17
18     1  18
19     1  19
20     1  20
21     1  21
22     1  22
23     1  23
24     1  24
25     2   1
26     2   2
27     2   3
28     2   4
29     2   5
30     2   6
31     2   7
32     2   8
33     2   9
34     2  10
35     2  11
36     2  12
37     2  13
38     2  14
39     2  15
40     2  16
41     2  17
42     2  18
43     2  19
44     2  20
45     2  21
46     2  22
47     2  23
48     2  24
49     3   1
50     3   2
51     3   3
52     3   4
53     3   5
54     3   6
55     3   7
56     3   8
57     3   9
58     3  10
59     3  11
60     3  12
61     3  13
62     3  14
63     3  15
64     3  16
65     3  17
66     3  18
67     3  19
68     3  20
69     3  21
70     3  22
71     3  23
72     3  24
73     4   1
74     4   2
75     4   3
76     4   4
77     4   5
78     4   6
79     4   7
80     4   8
81     4   9
82     4  10
83     4  11
84     4  12
85     4  13
86     4  14
87     4  15
88     4  16
89     4  17
90     4  18
91     4  19
92     4  20
93     4  21
94     4  22
95     4  23
96     4  24
97     4   1
98     4   2
99     4   3
100    4   4
101    4   5
102    4   6
103    4   7
104    4   8
105    4   9
106    4  10
107    4  11
108    4  12
109    4  13
110    4  14
111    4  15
112    4  16
113    4  17
114    4  18
115    4  19
116    4  20
117    4  21
118    4  22
119    4  23
120    4  24
121    4   1
122    4   2
123    4   3
124    4   4
125    4   5
126    4   6
127    4   7
128    4   8
129    4   9
130    4  10
131    4  11
132    4  12
133    4  13
134    4  14
135    4  15
136    4  16
137    4  17
138    4  18
139    4  19
140    4  20
141    4  21
142    4  22
143    4  23
144    4  24
145    4   1
146    4   2
147    4   3
148    4   4
149    4   5
150    4   6
151    4   7
152    4   8
153    4   9
154    4  10
155    4  11
156    4  12
157    4  13
158    4  14
159    4  15
160    4  16
161    4  17
162    4  18
163    4  19
164    4  20
165    4  21
